import_batch_id,id,parent_legacy_crm_id,user_email,body,occurred_at,humeur_raw,original_comment_status,close_reqs,modere,source_sheet,raw_source_data,resolution_status,is_approved
old-data-berta2-all-20260501-01,58f973e4,5c4bba07,m.lallement@otisud.com,A eu Alice au téléphone qui fera le nécessaire,2021-09-29 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""58f973e4"",""User"":""m.lallement@otisud.com"",""CRM"":""5c4bba07"",""Commentaire"":""A eu Alice au téléphone qui fera le nécessaire"",""Date"":""29/09/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,f0cd265d,470ac1ac,m.lallement@otisud.com,"J'ai essayé de l'avoir au téléphone sans succès, j'ai donc envoyé un mail avec mes dispos pour le RDV. J'attends sa réponse",2021-09-29 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""f0cd265d"",""User"":""m.lallement@otisud.com"",""CRM"":""470ac1ac"",""Commentaire"":""J'ai essayé de l'avoir au téléphone sans succès, j'ai donc envoyé un mail avec mes dispos pour le RDV. J'attends sa réponse"",""Date"":""29/09/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,a7070f4d,01d669a6,d.philippe@otisud.com,traitable,2021-09-29 00:00:00,ok,A traitée,false,true,Commentaires,"{""ID"":""a7070f4d"",""User"":""d.philippe@otisud.com"",""CRM"":""01d669a6"",""Commentaire"":""traitable"",""Date"":""29/09/2021"",""Moderer"":""TRUE"",""Status"":""A traitée"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,ddbb5a69,a25221e3,a.mir@otisud.com,Saisie par ML le 1er,2021-09-30 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""ddbb5a69"",""User"":""a.mir@otisud.com"",""CRM"":""a25221e3"",""Commentaire"":""Saisie par ML le 1er"",""Date"":""30/09/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,04c381ab,90a26895,a.mir@otisud.com,AMIR a emailé IRT pour faire le point sur la synchro des bdd. Dp dit qu'il faut leur renvoyer des fichiers. AM demande sous quelle forme (email).,2021-09-30 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""04c381ab"",""User"":""a.mir@otisud.com"",""CRM"":""90a26895"",""Commentaire"":""AMIR a emailé IRT pour faire le point sur la synchro des bdd. Dp dit qu'il faut leur renvoyer des fichiers. AM demande sous quelle forme (email)."",""Date"":""30/09/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,585711cf,0b68ed25,a.mir@otisud.com,"AMIR a fait l'attestation sur le drive, et partagé à ET pour signature",2021-09-30 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""585711cf"",""User"":""a.mir@otisud.com"",""CRM"":""0b68ed25"",""Commentaire"":""AMIR a fait l'attestation sur le drive, et partagé à ET pour signature"",""Date"":""30/09/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,549d6d34,49d0c7e9,a.mir@otisud.com,Amir a demandé des news par mail au presta,2021-09-30 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""549d6d34"",""User"":""a.mir@otisud.com"",""CRM"":""49d0c7e9"",""Commentaire"":""Amir a demandé des news par mail au presta"",""Date"":""30/09/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,0544dedd,0b68ed25,m.lallement@otisud.com,Transmission de l'attestation signée au presta + ET + IRT // mise sur le Drive,2021-10-01 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""0544dedd"",""User"":""m.lallement@otisud.com"",""CRM"":""0b68ed25"",""Commentaire"":""Transmission de l'attestation signée au presta + ET + IRT // mise sur le Drive"",""Date"":""01/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,dba46d4b,17577790,m.lallement@otisud.com,réponse envoyée par mail,2021-10-04 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""dba46d4b"",""User"":""m.lallement@otisud.com"",""CRM"":""17577790"",""Commentaire"":""réponse envoyée par mail"",""Date"":""04/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,a8d6c959,49d0c7e9,a.mir@otisud.com,Le presta a répondu : il a réouvert,2021-10-04 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""a8d6c959"",""User"":""a.mir@otisud.com"",""CRM"":""49d0c7e9"",""Commentaire"":""Le presta a répondu : il a réouvert"",""Date"":""04/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,def30903,fba7aed1,m.lallement@otisud.com,ok mail de bienvenue envoyé + contact tel,2021-10-05 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""def30903"",""User"":""m.lallement@otisud.com"",""CRM"":""fba7aed1"",""Commentaire"":""ok mail de bienvenue envoyé + contact tel"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,f9056459,6e95a7d3,m.lallement@otisud.com,"prestataire entré en plateforme, courrier TDS envoyé",2021-10-05 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""f9056459"",""User"":""m.lallement@otisud.com"",""CRM"":""6e95a7d3"",""Commentaire"":""prestataire entré en plateforme, courrier TDS envoyé"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,d372adc0,b8b84fec,m.lallement@otisud.com,dossier SIT envoyé au presta le 05/10/21,2021-10-05 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""d372adc0"",""User"":""m.lallement@otisud.com"",""CRM"":""b8b84fec"",""Commentaire"":""dossier SIT envoyé au presta le 05/10/21"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,583f6204,c84c171d,m.lallement@otisud.com,Fermeture temporaire enregistrée en plateforme TDS jusqu'au 31/12/2021,2021-10-05 00:00:00,ok,En cours,false,true,Commentaires,"{""ID"":""583f6204"",""User"":""m.lallement@otisud.com"",""CRM"":""c84c171d"",""Commentaire"":""Fermeture temporaire enregistrée en plateforme TDS jusqu'au 31/12/2021"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""ok"",""close_reqs"":""FALSE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,61eb85c3,d4f33043,m.lallement@otisud.com,ok modifié,2021-10-05 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""61eb85c3"",""User"":""m.lallement@otisud.com"",""CRM"":""d4f33043"",""Commentaire"":""ok modifié"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,08ac3fb7,470ac1ac,m.lallement@otisud.com,RDV pris avec la fille de Mme Nativel pour accompagnement TDS : le 12/10/2021 à 9h au bureau,2021-10-05 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""08ac3fb7"",""User"":""m.lallement@otisud.com"",""CRM"":""470ac1ac"",""Commentaire"":""RDV pris avec la fille de Mme Nativel pour accompagnement TDS : le 12/10/2021 à 9h au bureau"",""Date"":""05/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,d97fffe3,dd6c0d28,l.bardil@otisud.com,Fait,2021-10-07 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""d97fffe3"",""User"":""l.bardil@otisud.com"",""CRM"":""dd6c0d28"",""Commentaire"":""Fait"",""Date"":""07/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,dd09505c,af922f9e,d.philippe@otisud.com,Demande prioritaire !,2021-10-11 00:00:00,ok,A traitée,false,true,Commentaires,"{""ID"":""dd09505c"",""User"":""d.philippe@otisud.com"",""CRM"":""af922f9e"",""Commentaire"":""Demande prioritaire !"",""Date"":""11/10/2021"",""Moderer"":""TRUE"",""Status"":""A traitée"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,99c6d33d,93b2d323,m.lallement@otisud.com,"fille de Mme NATIVEL (gestionnaire) reçue en RDV bureau le 12/10/2021. Compte TDS activé, doit terminer la création du MDP et les déclarations 2021 chez elle",2021-10-12 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""99c6d33d"",""User"":""m.lallement@otisud.com"",""CRM"":""93b2d323"",""Commentaire"":""fille de Mme NATIVEL (gestionnaire) reçue en RDV bureau le 12/10/2021. Compte TDS activé, doit terminer la création du MDP et les déclarations 2021 chez elle"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,c1e74dce,64e0ca42,m.lallement@otisud.com,infos modifiées dans Bertel,2021-10-12 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""c1e74dce"",""User"":""m.lallement@otisud.com"",""CRM"":""64e0ca42"",""Commentaire"":""infos modifiées dans Bertel"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,84e9d489,8fbedac7,m.lallement@otisud.com,"mail envoyé à Chrislène pour mise à jour : tarifs, coordonnées, description, capacité",2021-10-12 00:00:00,🙂,En cours,false,true,Commentaires,"{""ID"":""84e9d489"",""User"":""m.lallement@otisud.com"",""CRM"":""8fbedac7"",""Commentaire"":""mail envoyé à Chrislène pour mise à jour : tarifs, coordonnées, description, capacité"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""🙂"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,4b18ccf1,ceff1d73,m.lallement@otisud.com,Modification adresse mail + BDD complétée,2021-10-12 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""4b18ccf1"",""User"":""m.lallement@otisud.com"",""CRM"":""ceff1d73"",""Commentaire"":""Modification adresse mail + BDD complétée"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,a0ed7ca7,48628a42,m.lallement@otisud.com,Dossier d'inscription envoyé au prestataire,2021-10-12 00:00:00,🙂,En cours,false,true,Commentaires,"{""ID"":""a0ed7ca7"",""User"":""m.lallement@otisud.com"",""CRM"":""48628a42"",""Commentaire"":""Dossier d'inscription envoyé au prestataire"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""En cours"",""Humeur"":""🙂"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,a5d860b6,81a67eb5,m.lallement@otisud.com,ok,2021-10-12 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""a5d860b6"",""User"":""m.lallement@otisud.com"",""CRM"":""81a67eb5"",""Commentaire"":""ok"",""Date"":""12/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,10d8cd52,8fbedac7,m.lallement@otisud.com,mise à jour effectuée,2021-10-14 00:00:00,ok,Traitée,true,true,Commentaires,"{""ID"":""10d8cd52"",""User"":""m.lallement@otisud.com"",""CRM"":""8fbedac7"",""Commentaire"":""mise à jour effectuée"",""Date"":""14/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""ok"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,6f40653a,2d7eee07,m.lallement@otisud.com,traité au téléphone,2021-10-18 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""6f40653a"",""User"":""m.lallement@otisud.com"",""CRM"":""2d7eee07"",""Commentaire"":""traité au téléphone"",""Date"":""18/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,d09d9c69,00322f93,d.philippe@otisud.com,Traité,2021-10-20 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""d09d9c69"",""User"":""d.philippe@otisud.com"",""CRM"":""00322f93"",""Commentaire"":""Traité"",""Date"":""20/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,b0b465af,66848c72,d.philippe@otisud.com,fait,2021-10-21 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""b0b465af"",""User"":""d.philippe@otisud.com"",""CRM"":""66848c72"",""Commentaire"":""fait"",""Date"":""21/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,5d7728c4,c7ece30c,d.philippe@otisud.com,Fait,2021-10-21 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""5d7728c4"",""User"":""d.philippe@otisud.com"",""CRM"":""c7ece30c"",""Commentaire"":""Fait"",""Date"":""21/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,9b925222,8066c37c,m.lallement@otisud.com,Demande traitée par mail (mail TDS),2021-10-22 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""9b925222"",""User"":""m.lallement@otisud.com"",""CRM"":""8066c37c"",""Commentaire"":""Demande traitée par mail (mail TDS)"",""Date"":""22/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,ff9a98fe,90a26895,a.mir@otisud.com,En attente d'info IRT pour synchro?,2021-10-25 00:00:00,ok,Problème,false,true,Commentaires,"{""ID"":""ff9a98fe"",""User"":""a.mir@otisud.com"",""CRM"":""90a26895"",""Commentaire"":""En attente d'info IRT pour synchro?"",""Date"":""25/10/2021"",""Moderer"":""TRUE"",""Status"":""Problème"",""Humeur"":""ok"",""close_reqs"":"""",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,0d6fbd67,92e1c16b,m.lallement@otisud.com,changement fait en direct,2021-10-25 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""0d6fbd67"",""User"":""m.lallement@otisud.com"",""CRM"":""92e1c16b"",""Commentaire"":""changement fait en direct"",""Date"":""25/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
old-data-berta2-all-20260501-01,70ceef3c,e9cfd03a,m.lallement@otisud.com,traité en direct,2021-10-25 00:00:00,🙂,Traitée,true,true,Commentaires,"{""ID"":""70ceef3c"",""User"":""m.lallement@otisud.com"",""CRM"":""e9cfd03a"",""Commentaire"":""traité en direct"",""Date"":""25/10/2021"",""Moderer"":""TRUE"",""Status"":""Traitée"",""Humeur"":""🙂"",""close_reqs"":""TRUE"",""source_system"":""berta_v2_csv_export""}",pending,false
